state,locality_type,household_size,income_bracket,e-literacy_level,total_devices_owned,avg_device_age_years,broken_devices_stored,upgrade_tendency,disposal_method,recycling_awareness,ewaste_kg_per_year
West Bengal,Urban,5,Middle,Intermediate,11,3.6,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.39
Madhya Pradesh,Rural,8,Low,Basic,4,9.2,2,Low,Gave away for reuse,Low,0.0
Haryana,Rural,7,Low,Basic,4,9.3,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Delhi,Urban,3,Upper-Middle,Intermediate,14,2.6,0,High,Sold to Kabadiwala/Scrap Dealer,High,6.62
Andhra Pradesh,Urban,4,Upper-Middle,Basic,15,3.9,1,High,Sold to Kabadiwala/Scrap Dealer,Medium,4.47
Jharkhand,Rural,3,Upper-Middle,Basic,13,5.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.62
Kerala,Rural,5,Middle,Basic,8,5.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.76
Rajasthan,Urban,4,Middle,Intermediate,12,4.4,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.14
Gujarat,Rural,8,Low,Basic,6,9.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Gujarat,Urban,6,Middle,Basic,14,4.9,1,Medium,Gave away for reuse,Medium,2.33
Punjab,Rural,5,Low,Basic,4,9.0,1,Low,Thrown in General Trash,Low,0.0
Rajasthan,Rural,6,Middle,Basic,9,6.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.07
Gujarat,Urban,5,Low,Basic,11,5.9,0,Low,Stored Indefinitely,Low,0.0
Madhya Pradesh,Rural,3,Upper-Middle,Basic,11,4.7,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.82
Maharashtra,Rural,8,Low,Basic,4,7.1,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Bihar,Urban,8,Low,Basic,7,6.6,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Gujarat,Urban,3,Upper-Middle,Basic,12,3.8,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,3.49
Tamil Nadu,Rural,8,Low,Basic,4,6.8,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Uttar Pradesh,Urban,6,Low,Basic,6,7.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Karnataka,Rural,5,Low,Basic,4,9.1,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Uttar Pradesh,Rural,5,Middle,Basic,11,5.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.4
Tamil Nadu,Rural,4,Middle,Basic,8,5.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.12
Kerala,Urban,7,Low,Basic,5,7.5,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Tamil Nadu,Rural,8,Low,Basic,4,7.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Haryana,Rural,5,Low,Basic,8,7.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.72
Odisha,Urban,4,Middle,Intermediate,13,4.8,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.53
Uttar Pradesh,Urban,6,Middle,Intermediate,15,4.5,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.03
Jharkhand,Urban,5,Middle,Intermediate,13,4.6,0,Medium,Formal E-Waste Collection,Medium,3.06
West Bengal,Rural,4,Middle,Basic,4,5.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.43
Gujarat,Urban,6,Middle,Intermediate,15,4.9,1,Medium,Thrown in General Trash,Low,2.46
Maharashtra,Rural,6,Low,Basic,5,7.9,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Haryana,Urban,7,Low,Basic,9,7.2,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Telangana,Rural,6,Low,Basic,4,7.8,2,Low,Gave away for reuse,Low,0.0
Uttar Pradesh,Urban,8,Low,Basic,6,6.6,1,Low,Thrown in General Trash,Low,0.0
Punjab,Urban,7,Low,Basic,9,5.3,2,Low,Stored Indefinitely,Low,0.0
West Bengal,Urban,7,Low,Basic,6,7.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.51
Andhra Pradesh,Rural,6,Middle,Basic,8,5.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.96
West Bengal,Rural,7,Low,Basic,4,8.7,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Rural,5,Middle,Basic,4,6.1,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Odisha,Urban,6,Low,Basic,6,7.5,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Maharashtra,Urban,5,Upper-Middle,Advanced,15,3.7,0,High,Sold to Kabadiwala/Scrap Dealer,Medium,6.93
Madhya Pradesh,Urban,8,Low,Basic,10,7.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.84
West Bengal,Urban,5,Low,Basic,10,6.7,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.2
Bihar,Rural,7,Low,Basic,4,7.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Haryana,Urban,5,Middle,Intermediate,14,3.7,1,Medium,Thrown in General Trash,Medium,3.16
Karnataka,Rural,6,Middle,Basic,7,5.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.1
Bihar,Urban,6,Middle,Basic,9,4.6,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.09
Rajasthan,Urban,4,Middle,Basic,13,4.7,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.32
West Bengal,Rural,6,Middle,Basic,6,6.5,2,Low,Gave away for reuse,Low,0.0
Delhi,Rural,5,Middle,Basic,5,5.9,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Urban,5,Upper-Middle,Advanced,12,2.6,0,Medium,Formal E-Waste Collection,Low,4.41
West Bengal,Urban,4,Middle,Basic,8,4.9,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.39
Tamil Nadu,Rural,4,Upper-Middle,Basic,12,4.4,1,Medium,Stored Indefinitely,Low,0.0
Madhya Pradesh,Rural,6,Low,Basic,4,8.9,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Bihar,Rural,3,Upper-Middle,Basic,15,5.2,0,Medium,Stored Indefinitely,Low,0.0
Odisha,Urban,7,Low,Basic,11,5.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.57
Bihar,Urban,5,Middle,Basic,15,4.4,1,Medium,Sold to Kabadiwala/Scrap Dealer,High,3.57
Bihar,Rural,6,Low,Basic,8,7.2,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Rajasthan,Urban,5,Upper-Middle,Advanced,13,3.7,0,High,Sold to Kabadiwala/Scrap Dealer,Medium,6.69
Haryana,Urban,6,Low,Basic,5,6.4,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.46
Gujarat,Urban,5,Low,Basic,5,7.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Telangana,Urban,6,Low,Basic,6,7.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Maharashtra,Urban,5,Middle,Intermediate,8,5.4,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,0.84
Rajasthan,Urban,4,Middle,Basic,12,4.7,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.06
Karnataka,Urban,5,Upper-Middle,Intermediate,16,3.9,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.41
Jharkhand,Rural,4,Middle,Basic,4,5.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.39
West Bengal,Urban,6,Low,Basic,8,5.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.14
Jharkhand,Rural,5,Upper-Middle,Basic,16,4.7,1,Medium,Thrown in General Trash,Low,2.52
Maharashtra,Rural,6,Middle,Basic,5,5.6,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Maharashtra,Urban,6,Low,Basic,11,6.4,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Urban,4,Upper-Middle,Advanced,18,3.7,1,Medium,Formal E-Waste Collection,Medium,4.92
Karnataka,Urban,3,Upper-Middle,Advanced,19,3.8,0,High,Sold to Kabadiwala/Scrap Dealer,Medium,6.88
Telangana,Urban,7,Low,Basic,11,5.8,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.41
Tamil Nadu,Urban,5,Low,Basic,5,6.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.56
Delhi,Rural,4,Middle,Basic,8,6.8,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Telangana,Rural,5,Middle,Basic,7,6.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.67
Odisha,Urban,6,Middle,Basic,8,5.2,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,1.13
Odisha,Urban,4,Middle,Intermediate,11,4.3,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.05
Telangana,Urban,5,Middle,Intermediate,8,4.0,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.04
Kerala,Urban,6,Middle,Advanced,8,5.2,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.0
Haryana,Urban,8,Low,Basic,9,5.5,3,Low,Gave away for reuse,Low,0.0
Haryana,Urban,5,Low,Basic,8,5.5,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.94
Andhra Pradesh,Urban,6,Middle,Intermediate,10,5.0,2,Medium,Gave away for reuse,Low,0.69
Delhi,Urban,8,Low,Basic,7,7.5,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Bihar,Urban,3,Upper-Middle,Intermediate,17,3.5,0,High,Gave away for reuse,Medium,6.6
Maharashtra,Urban,2,High,Advanced,23,2.8,0,High,Formal E-Waste Collection,High,13.53
Bihar,Urban,8,Low,Basic,10,6.2,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Haryana,Rural,4,Middle,Basic,8,5.9,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.09
Jharkhand,Urban,6,Middle,Advanced,13,5.4,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.53
Punjab,Rural,5,Middle,Basic,8,5.9,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.76
Karnataka,Rural,5,Low,Basic,4,7.1,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Telangana,Urban,4,Middle,Basic,11,5.1,0,Medium,Formal E-Waste Collection,Medium,2.91
Haryana,Urban,5,Low,Basic,9,6.4,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.83
Maharashtra,Urban,5,Low,Basic,9,7.4,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.77
Telangana,Urban,7,Low,Basic,9,6.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.17
Karnataka,Urban,4,Middle,Intermediate,9,5.4,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,1.66
Madhya Pradesh,Rural,8,Low,Basic,5,6.6,1,Low,Stored Indefinitely,Low,0.0
Madhya Pradesh,Rural,6,Middle,Basic,4,6.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.35
Punjab,Urban,5,Middle,Basic,15,4.6,1,Medium,Thrown in General Trash,Low,2.52
Telangana,Urban,6,Low,Basic,10,6.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.25
Andhra Pradesh,Rural,5,Low,Basic,4,7.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.25
Bihar,Rural,5,Upper-Middle,Basic,17,5.1,1,Low,Thrown in General Trash,Low,1.29
Jharkhand,Rural,5,Middle,Basic,9,6.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.11
Odisha,Urban,5,Low,Basic,5,7.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Urban,5,Low,Basic,10,7.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.08
West Bengal,Urban,4,Upper-Middle,Intermediate,21,3.4,0,Medium,Stored Indefinitely,Medium,0.0
Odisha,Urban,3,Upper-Middle,Basic,17,4.0,0,Medium,Gave away for reuse,High,4.56
Bihar,Urban,3,Upper-Middle,Intermediate,13,3.3,0,Medium,Formal E-Waste Collection,Medium,5.82
Telangana,Urban,6,Low,Basic,7,5.0,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Tamil Nadu,Urban,5,Upper-Middle,Intermediate,15,3.7,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,3.65
Punjab,Urban,2,High,Advanced,20,2.3,0,High,Formal E-Waste Collection,High,15.87
Gujarat,Rural,6,Middle,Basic,7,6.7,1,Low,Thrown in General Trash,Low,0.0
Bihar,Urban,3,Upper-Middle,Advanced,14,4.0,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,3.33
Karnataka,Rural,5,Low,Basic,4,9.1,0,Low,Thrown in General Trash,Low,0.3
Uttar Pradesh,Rural,4,Middle,Basic,12,6.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.43
Maharashtra,Rural,6,Middle,Basic,10,6.9,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
West Bengal,Rural,4,High,Basic,24,3.6,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,8.19
Madhya Pradesh,Urban,5,Low,Basic,9,5.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.35
Madhya Pradesh,Rural,5,Low,Basic,4,7.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.46
West Bengal,Rural,3,Upper-Middle,Basic,18,5.1,0,Low,Stored Indefinitely,Low,0.0
West Bengal,Urban,6,Low,Basic,6,5.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Karnataka,Rural,5,Low,Basic,6,9.4,0,Low,Thrown in General Trash,Low,0.36
Tamil Nadu,Urban,6,Low,Basic,8,5.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.17
Kerala,Urban,3,High,Advanced,33,1.6,0,High,Formal E-Waste Collection,Medium,26.65
Bihar,Rural,4,Middle,Basic,6,5.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.71
Punjab,Urban,6,Low,Basic,9,5.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.37
Uttar Pradesh,Urban,5,Low,Basic,10,7.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.89
Tamil Nadu,Urban,5,Middle,Intermediate,10,5.3,0,Medium,Formal E-Waste Collection,Medium,2.34
Telangana,Urban,6,Low,Basic,9,7.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.02
Gujarat,Urban,4,Middle,Basic,9,4.1,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.58
Punjab,Rural,5,Upper-Middle,Basic,12,5.3,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.06
Gujarat,Urban,8,Low,Basic,6,6.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Uttar Pradesh,Urban,2,High,Advanced,25,2.5,0,High,Gave away for reuse,High,17.45
Kerala,Urban,5,Middle,Basic,10,5.2,1,Medium,Stored Indefinitely,Medium,0.0
Gujarat,Rural,7,Low,Basic,4,8.8,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Kerala,Rural,6,Middle,Basic,7,6.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Uttar Pradesh,Urban,4,Middle,Intermediate,13,4.2,1,Medium,Stored Indefinitely,Medium,0.0
West Bengal,Rural,5,Middle,Basic,6,5.4,1,Low,Thrown in General Trash,Low,0.0
Jharkhand,Urban,5,Middle,Intermediate,12,4.8,0,Medium,Formal E-Waste Collection,Low,2.78
Andhra Pradesh,Rural,6,Middle,Basic,6,6.5,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Bihar,Rural,6,Low,Basic,5,8.7,2,Low,Stored Indefinitely,Low,0.0
Telangana,Rural,4,Upper-Middle,Basic,14,4.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.19
Rajasthan,Urban,5,Low,Basic,9,7.8,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Madhya Pradesh,Urban,6,Middle,Intermediate,9,4.9,0,Medium,Thrown in General Trash,Low,1.96
Gujarat,Rural,4,Upper-Middle,Basic,12,4.0,0,Medium,Formal E-Waste Collection,Low,4.46
Andhra Pradesh,Urban,5,Middle,Basic,10,4.0,0,Medium,Formal E-Waste Collection,Medium,2.87
Karnataka,Rural,7,Low,Basic,4,7.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Bihar,Urban,4,High,Advanced,25,3.0,0,High,Formal E-Waste Collection,High,16.56
Haryana,Urban,8,Low,Basic,9,6.1,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.16
Odisha,Rural,7,Low,Basic,6,7.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.59
Bihar,Rural,7,Low,Basic,4,9.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Andhra Pradesh,Urban,3,Upper-Middle,Intermediate,13,3.8,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.45
Uttar Pradesh,Rural,6,Low,Basic,4,9.2,0,Low,Thrown in General Trash,Low,0.26
Gujarat,Rural,5,Middle,Basic,5,6.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.57
Delhi,Urban,4,Upper-Middle,Advanced,18,3.7,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,5.32
Kerala,Rural,5,Low,Basic,4,8.7,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.29
Gujarat,Urban,5,Upper-Middle,Basic,13,4.0,1,Medium,Formal E-Waste Collection,Medium,2.38
Telangana,Rural,7,Low,Basic,4,7.9,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Jharkhand,Rural,6,Middle,Basic,7,6.7,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.51
West Bengal,Urban,4,Upper-Middle,Intermediate,14,2.7,1,High,Sold to Kabadiwala/Scrap Dealer,Medium,10.2
Bihar,Rural,5,Low,Basic,4,9.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.3
Odisha,Rural,5,Low,Basic,6,7.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.67
Punjab,Urban,4,Middle,Intermediate,13,4.3,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.4
Odisha,Urban,6,Low,Basic,10,6.2,2,Low,Stored Indefinitely,Low,0.0
Jharkhand,Urban,6,Low,Basic,5,5.9,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Telangana,Rural,7,Low,Basic,7,7.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.58
Rajasthan,Urban,7,Low,Basic,8,7.9,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Telangana,Urban,8,Low,Basic,11,5.6,2,Low,Formal E-Waste Collection,Low,0.0
Odisha,Urban,8,Low,Basic,11,7.4,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Delhi,Rural,5,Middle,Basic,7,5.2,0,Low,Stored Indefinitely,Low,0.0
Jharkhand,Urban,7,Low,Basic,8,5.3,1,Low,Formal E-Waste Collection,Low,0.17
Andhra Pradesh,Rural,3,Upper-Middle,Basic,13,5.3,0,Low,Formal E-Waste Collection,Low,1.59
Haryana,Urban,4,Upper-Middle,Advanced,12,3.6,1,Medium,Sold to Kabadiwala/Scrap Dealer,High,3.4
West Bengal,Urban,5,Low,Basic,9,7.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.89
Kerala,Rural,7,Low,Basic,5,8.2,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Maharashtra,Urban,5,Low,Basic,11,6.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.08
Rajasthan,Urban,5,Upper-Middle,Intermediate,13,3.1,0,Medium,Stored Indefinitely,Medium,0.0
Rajasthan,Rural,6,Low,Basic,4,8.1,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Urban,6,Low,Basic,6,6.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.57
Andhra Pradesh,Rural,4,Middle,Basic,11,5.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.06
Jharkhand,Urban,4,Middle,Basic,8,5.2,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,0.87
Bihar,Urban,6,Low,Basic,11,5.8,0,Low,Thrown in General Trash,Low,1.23
Odisha,Urban,8,Low,Basic,8,5.1,3,Low,Thrown in General Trash,Low,0.0
Haryana,Urban,5,Upper-Middle,Advanced,18,3.1,0,Medium,Formal E-Waste Collection,High,5.9
Andhra Pradesh,Urban,6,Middle,Intermediate,8,5.1,0,Medium,Formal E-Waste Collection,Low,1.88
West Bengal,Urban,6,Low,Basic,8,7.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.75
Uttar Pradesh,Rural,5,Upper-Middle,Basic,16,4.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.81
Maharashtra,Urban,4,Middle,Intermediate,8,5.1,0,Medium,Formal E-Waste Collection,Medium,1.52
Bihar,Urban,6,Low,Basic,5,6.6,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Madhya Pradesh,Urban,8,Low,Basic,8,5.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.96
West Bengal,Rural,5,Middle,Basic,5,6.2,0,Low,Formal E-Waste Collection,Low,0.62
Kerala,Urban,7,Low,Basic,7,6.5,0,Low,Gave away for reuse,Low,0.75
Delhi,Rural,4,Middle,Basic,4,6.4,1,Low,Thrown in General Trash,Low,0.0
Odisha,Urban,6,Low,Basic,11,7.4,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.47
Tamil Nadu,Urban,5,Low,Basic,10,5.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.35
Andhra Pradesh,Urban,3,High,Advanced,25,2.9,0,High,Gave away for reuse,High,14.1
Telangana,Urban,8,Low,Basic,11,5.4,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Delhi,Urban,3,Upper-Middle,Advanced,16,3.6,0,High,Thrown in General Trash,Medium,9.75
Andhra Pradesh,Rural,6,Middle,Basic,9,5.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.22
Kerala,Urban,7,Low,Basic,8,7.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.66
Gujarat,Urban,3,Upper-Middle,Intermediate,15,2.7,0,Medium,Sold to Kabadiwala/Scrap Dealer,High,6.35
West Bengal,Urban,4,Middle,Basic,14,5.1,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.62
Tamil Nadu,Urban,5,Upper-Middle,Advanced,12,2.7,0,Medium,Thrown in General Trash,High,5.36
Haryana,Urban,7,Low,Basic,10,5.9,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.13
Rajasthan,Urban,4,Middle,Intermediate,13,4.6,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.45
Punjab,Urban,7,Low,Basic,9,5.2,0,Low,Thrown in General Trash,Low,0.96
Rajasthan,Urban,5,Low,Basic,5,5.3,1,Low,Thrown in General Trash,Low,0.0
Jharkhand,Urban,7,Low,Basic,8,6.1,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Karnataka,Urban,5,Middle,Intermediate,9,4.5,0,Medium,Sold to Kabadiwala/Scrap Dealer,High,2.18
Tamil Nadu,Urban,7,Low,Basic,8,5.8,2,Low,Thrown in General Trash,Low,0.0
Karnataka,Urban,6,Middle,Intermediate,12,4.8,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.14
Bihar,Urban,8,Low,Basic,9,7.7,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.91
Bihar,Urban,5,Low,Basic,6,7.3,1,Low,Stored Indefinitely,Low,0.0
Gujarat,Rural,8,Low,Basic,4,6.7,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Telangana,Rural,7,Low,Basic,6,9.0,0,Low,Formal E-Waste Collection,Low,0.52
Tamil Nadu,Urban,6,Low,Basic,10,7.1,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.14
Delhi,Rural,4,Upper-Middle,Basic,7,4.1,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.75
Bihar,Rural,5,Low,Basic,4,8.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.29
Rajasthan,Rural,7,Low,Basic,6,8.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Tamil Nadu,Rural,4,Middle,Basic,11,5.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.12
Karnataka,Rural,5,Middle,Basic,10,6.5,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.22
Karnataka,Rural,4,High,Basic,24,3.6,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,4.98
Tamil Nadu,Rural,8,Low,Basic,4,8.9,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Tamil Nadu,Urban,4,Middle,Intermediate,9,3.7,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.35
Odisha,Urban,5,Upper-Middle,Advanced,15,2.6,1,High,Stored Indefinitely,Medium,0.0
Uttar Pradesh,Urban,8,Low,Basic,6,5.3,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Andhra Pradesh,Rural,5,Middle,Basic,4,5.8,1,Low,Formal E-Waste Collection,Low,0.0
Punjab,Rural,4,Middle,Basic,7,5.9,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Kerala,Urban,4,Upper-Middle,Advanced,12,3.9,1,High,Gave away for reuse,Medium,4.71
Gujarat,Urban,4,Middle,Basic,14,4.0,0,Medium,Formal E-Waste Collection,Medium,4.55
Rajasthan,Rural,4,Middle,Basic,8,5.5,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.17
Andhra Pradesh,Urban,6,Middle,Basic,13,4.0,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.51
Uttar Pradesh,Rural,5,Upper-Middle,Basic,12,4.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.7
West Bengal,Urban,7,Low,Basic,8,5.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.03
Karnataka,Rural,6,Middle,Basic,8,6.4,0,Low,Stored Indefinitely,Low,0.0
Jharkhand,Urban,5,Low,Basic,5,6.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Maharashtra,Urban,6,Middle,Basic,10,4.0,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.35
Haryana,Rural,7,Low,Basic,6,7.8,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Delhi,Urban,7,Low,Basic,6,7.5,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Gujarat,Urban,6,Middle,Basic,15,4.4,2,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.49
Punjab,Rural,5,Low,Basic,4,8.7,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.31
Rajasthan,Urban,4,Middle,Basic,14,5.0,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.8
Haryana,Urban,5,Upper-Middle,Intermediate,20,3.4,1,Medium,Sold to Kabadiwala/Scrap Dealer,High,6.15
